case_id,event_label,resource
8421,g,None
8421,e,None
8422,e,None
8422,g,None
8423,h,ER_PRACTITIONER3
8423,e,None
8423,g,None
8424,c,B_BED28
8424,e,None
8424,g,None
8425,h,ER_PRACTITIONER6
8425,g,None
8426,c,B_BED7
8426,h,ER_PRACTITIONER4
8426,g,None
8426,e,None
8427,h,ER_PRACTITIONER3
8427,e,None
8427,g,None
8428,h,ER_PRACTITIONER4
8428,g,None
8430,h,ER_PRACTITIONER4
8430,g,None
8431,g,None
8432,g,None
8432,e,None
8433,c,B_BED8
8433,h,ER_PRACTITIONER3
8433,e,None
8433,g,None
8433,d,OR3
8434,h,ER_PRACTITIONER4
8434,g,None
8434,e,None
8435,c,A_BED15
8435,i,INTAKE3
8435,a,None
8435,b,None
8435,b,None
8435,g,None
8435,b,None
8435,d,OR4
8436,i,INTAKE3
8436,b,None
8436,b,None
8436,b,None
8436,b,None
8436,a,None
8436,g,None
8436,d,OR2
8437,h,ER_PRACTITIONER3
8438,c,A_BED16
8438,i,INTAKE4
8438,a,None
8438,b,None
8438,g,None
8438,d,OR2
8439,c,B_BED19
8439,i,INTAKE3
8439,b,None
8439,b,None
8439,b,None
8439,g,None
8439,a,None
8440,b,None
8440,b,None
8440,b,None
8440,b,None
8440,a,None
8441,f,None
8441,a,None
8441,b,None
8441,b,None
8442,b,None
8442,b,None
8442,a,None
8442,f,None
8442,b,None
8443,c,B_BED14
8443,g,None
8443,b,None
8443,a,None
8443,b,None
8443,b,None
8443,b,None
8444,c,B_BED36
8444,i,INTAKE4
8444,b,None
8444,b,None
8444,b,None
8444,b,None
8444,g,None
8444,b,None
8445,e,None
8445,g,None
8446,b,None
8446,a,None
8446,b,None
8446,b,None
8446,b,None
8446,b,None
8446,b,None
8447,b,None
8447,a,None
8447,b,None
8447,b,None
8447,b,None
8447,b,None
8448,b,None
8448,b,None
8448,a,None
8448,b,None
8448,b,None
8449,b,None
8449,b,None
8449,a,None
8450,b,None
8450,b,None
8450,b,None
8450,b,None
8450,f,None
8451,h,ER_PRACTITIONER4
8451,g,None
8452,h,ER_PRACTITIONER5
8452,e,None
8452,g,None
8453,h,ER_PRACTITIONER6
8453,e,None
8453,g,None
8454,b,None
8454,a,None
8454,f,None
8454,b,None
8454,b,None
8454,b,None
8454,b,None
8455,b,None
8455,b,None
8455,b,None
8455,a,None
8455,f,None
8455,b,None
8456,h,ER_PRACTITIONER7
8456,e,None
8456,g,None
8457,c,B_BED30
8457,g,None
8458,b,None
8458,b,None
8458,b,None
8458,a,None
8458,b,None
8458,b,None
8458,f,None
8459,b,None
8459,b,None
8459,b,None
8459,a,None
8459,b,None
8459,b,None
8459,b,None
8460,f,None
8460,b,None
8460,a,None
8460,b,None
8460,b,None
8460,b,None
8461,h,ER_PRACTITIONER8
8461,e,None
8462,a,None
8462,b,None
8462,b,None
8462,b,None
8462,b,None
8462,b,None
8463,b,None
8463,b,None
8464,b,None
8464,b,None
8464,b,None
8464,b,None
8464,b,None
8465,b,None
8465,b,None
8465,b,None
8465,b,None
8465,b,None
8465,f,None
8466,a,None
8466,b,None
8466,b,None
8466,b,None
8466,b,None
8467,b,None
8467,a,None
8467,b,None
8467,b,None
8467,f,None
8468,b,None
8468,b,None
8468,f,None
8468,b,None
8468,b,None
8468,b,None
8469,a,None
8469,b,None
8469,b,None
8469,b,None
8469,f,None
8469,b,None
8470,c,B_BED32
8470,g,None
8470,e,None
8470,d,OR5
8471,b,None
8471,b,None
8471,b,None
8471,b,None
8471,b,None
8472,b,None
8472,b,None
8472,b,None
8472,a,None
8472,f,None
8472,b,None
8473,c,B_BED5
8473,h,ER_PRACTITIONER4
8473,e,None
8473,g,None
8473,d,OR3
8474,b,None
8474,b,None
8474,a,None
8474,f,None
8474,b,None
8474,b,None
8475,c,B_BED9
8475,e,None
8475,g,None
8476,c,B_BED31
8476,h,ER_PRACTITIONER3
8476,e,None
8476,g,None
8477,h,ER_PRACTITIONER4
8477,e,None
8477,g,None
8478,c,B_BED11
8478,g,None
8479,c,B_BED33
8479,h,ER_PRACTITIONER3
8479,e,None
8479,g,None
8480,h,ER_PRACTITIONER4
8480,g,None
8481,h,ER_PRACTITIONER3
8481,g,None
8481,e,None
8482,c,B_BED36
8482,h,ER_PRACTITIONER4
8482,g,None
8482,e,None
8483,c,B_BED23
8483,e,None
8484,c,B_BED14
8484,h,ER_PRACTITIONER5
8484,g,None
8485,c,B_BED25
8485,h,ER_PRACTITIONER6
8485,e,None
8485,g,None
8486,e,None
8486,g,None
8488,h,ER_PRACTITIONER7
8489,h,ER_PRACTITIONER4
8489,g,None
8489,e,None
8490,e,None
8491,e,None
8491,g,None
8492,g,None
8493,h,ER_PRACTITIONER5
8493,e,None
8493,g,None
8494,h,ER_PRACTITIONER6
8494,e,None
8494,g,None
8495,c,B_BED27
8495,h,ER_PRACTITIONER7
8495,e,None
8495,g,None
8496,h,ER_PRACTITIONER3
8496,g,None
8497,h,ER_PRACTITIONER5
8497,e,None
8498,c,B_BED26
8498,h,ER_PRACTITIONER4
8498,e,None
8498,g,None
8498,d,OR1
8499,c,B_BED3
8499,g,None
8499,e,None
8499,d,OR4
8500,c,B_BED6
8500,g,None
8501,h,ER_PRACTITIONER5
8501,e,None
8501,g,None
8502,c,B_BED9
8502,h,ER_PRACTITIONER4
8502,e,None
8502,g,None
8503,h,ER_PRACTITIONER7
8503,e,None
8504,c,B_BED31
8504,e,None
8505,h,ER_PRACTITIONER4
8505,g,None
8505,e,None
8506,g,None
8507,h,ER_PRACTITIONER3
8507,g,None
8507,e,None
8508,c,B_BED2
8508,e,None
8508,g,None
8509,c,B_BED18
8509,h,ER_PRACTITIONER5
8509,e,None
8509,g,None
8510,c,B_BED15
8510,h,ER_PRACTITIONER3
8510,e,None
8511,h,ER_PRACTITIONER4
8511,e,None
8511,g,None
8512,h,ER_PRACTITIONER3
8512,g,None
8513,c,B_BED21
8513,h,ER_PRACTITIONER4
8513,e,None
8513,g,None
8514,h,ER_PRACTITIONER3
8514,g,None
8515,h,ER_PRACTITIONER5
8515,e,None
8515,g,None
8516,g,None
8516,e,None
8517,c,B_BED16
8517,h,ER_PRACTITIONER4
8517,e,None
8517,g,None
8518,h,ER_PRACTITIONER5
8519,h,ER_PRACTITIONER6
8519,g,None
8519,e,None
8520,h,ER_PRACTITIONER7
8520,e,None
8520,g,None
8521,h,ER_PRACTITIONER1
8521,e,None
8521,g,None
8522,h,ER_PRACTITIONER3
8522,g,None
8522,e,None
8523,h,ER_PRACTITIONER4
8523,g,None
8523,e,None
8524,c,B_BED38
8524,h,ER_PRACTITIONER3
8524,e,None
8524,g,None
8525,h,ER_PRACTITIONER5
8525,e,None
8525,g,None
8526,c,B_BED17
8526,h,ER_PRACTITIONER6
8526,e,None
8527,c,B_BED22
8527,h,ER_PRACTITIONER7
8527,e,None
8528,c,B_BED33
8528,g,None
8528,e,None
8529,c,B_BED1
8529,g,None
8530,c,B_BED34
8530,h,ER_PRACTITIONER8
8531,c,B_BED39
8531,h,ER_PRACTITIONER3
8531,e,None
8531,g,None
8532,h,ER_PRACTITIONER9
8532,g,None
8533,h,ER_PRACTITIONER7
8534,h,ER_PRACTITIONER5
8534,e,None
8534,g,None
8535,c,B_BED27
8535,h,ER_PRACTITIONER6
8535,g,None
8535,d,OR2
8536,h,ER_PRACTITIONER3
8536,e,None
8536,g,None
8537,g,None
8537,e,None
8538,h,ER_PRACTITIONER3
8538,g,None
8539,h,ER_PRACTITIONER5
8539,g,None
8540,e,None
8540,g,None
8541,h,ER_PRACTITIONER7
8541,g,None
8541,e,None
8542,c,B_BED24
8542,h,ER_PRACTITIONER4
8542,g,None
8543,h,ER_PRACTITIONER3
8543,g,None
8543,e,None
8544,c,A_BED14
8544,b,None
8544,a,None
8544,g,None
8545,i,INTAKE2
8545,b,None
8545,a,None
8545,d,OR1
8546,h,ER_PRACTITIONER5
8546,e,None
8546,g,None
8547,c,B_BED4
8547,h,ER_PRACTITIONER6
8547,g,None
8547,e,None
8548,c,A_BED18
8548,g,None
8548,b,None
8549,e,None
8550,c,B_BED15
8550,i,INTAKE4
8550,a,None
8550,b,None
8551,c,B_BED40
8551,b,None
8551,a,None
8551,b,None
8552,c,B_BED13
8552,i,INTAKE3
8552,b,None
8552,g,None
8552,a,None
8553,c,A_BED3
8553,b,None
8553,a,None
8553,g,None
8553,d,OR3
8554,c,A_BED19
8554,g,None
8555,b,None
8555,a,None
8556,c,A_BED22
8556,i,INTAKE1
8556,b,None
8556,a,None
8556,g,None
8556,d,OR5
8557,h,ER_PRACTITIONER3
8557,g,None
8557,e,None
8558,c,B_BED22
8558,i,INTAKE1
8558,b,None
8558,g,None
8558,d,OR3
8559,i,INTAKE4
8559,a,None
8559,g,None
8559,b,None
8559,b,None
8560,f,None
8560,b,None
8560,b,None
8560,a,None
8560,b,None
8561,a,None
8561,b,None
8561,b,None
8561,f,None
8561,b,None
8562,e,None
8563,c,B_BED17
8563,i,INTAKE3
8563,b,None
8563,b,None
8563,g,None
8564,c,B_BED18
8564,b,None
8564,g,None
8564,b,None
8564,b,None
8564,b,None
8565,b,None
8565,b,None
8565,b,None
8565,b,None
8566,c,B_BED36
8566,i,INTAKE3
8566,b,None
8566,g,None
8567,a,None
8567,b,None
8567,g,None
8568,h,ER_PRACTITIONER3
8568,g,None
8569,c,B_BED2
8569,i,INTAKE4
8569,b,None
8570,c,B_BED24
8570,i,INTAKE1
8570,b,None
8570,b,None
8570,g,None
8570,b,None
8570,b,None
8571,g,None
8571,b,None
8571,b,None
8571,a,None
8571,b,None
8572,c,B_BED28
8572,h,ER_PRACTITIONER4
8572,e,None
8572,g,None
8573,c,A_BED8
8573,i,INTAKE4
8573,b,None
8573,g,None
8573,b,None
8573,b,None
8573,b,None
8574,c,B_BED7
8574,h,ER_PRACTITIONER5
8575,c,A_BED20
8575,g,None
8575,a,None
8575,b,None
8575,d,OR1
8576,i,INTAKE2
8576,b,None
8576,b,None
8576,a,None
8576,b,None
8577,i,INTAKE3
8577,g,None
8577,b,None
8578,i,INTAKE1
8578,b,None
8578,b,None
8578,g,None
8578,b,None
8578,d,OR1
8579,c,A_BED21
8579,a,None
8579,b,None
8580,f,None
8580,b,None
8580,b,None
8580,b,None
8580,b,None
8580,a,None
8580,b,None
8581,c,B_BED29
8581,e,None
8581,g,None
8582,f,None
8582,b,None
8582,b,None
8583,a,None
8583,b,None
8583,f,None
8583,b,None
8583,b,None
8583,b,None
8583,b,None
8584,c,B_BED8
8584,h,ER_PRACTITIONER4
8584,e,None
8585,c,B_BED9
8585,h,ER_PRACTITIONER3
8585,e,None
8585,g,None
8586,c,B_BED30
8586,h,ER_PRACTITIONER5
8586,g,None
8586,e,None
8587,h,ER_PRACTITIONER6
8587,e,None
8588,g,None
8588,e,None
8589,c,B_BED19
8589,h,ER_PRACTITIONER3
8589,e,None
8589,g,None
8589,d,OR3
8590,h,ER_PRACTITIONER4
8590,e,None
8591,h,ER_PRACTITIONER5
8591,g,None
8592,c,B_BED31
8592,h,ER_PRACTITIONER3
8593,c,B_BED10
8593,h,ER_PRACTITIONER3
8593,g,None
8593,e,None
8594,e,None
8594,g,None
8595,c,B_BED32
8595,h,ER_PRACTITIONER4
8595,g,None
8595,e,None
8596,c,B_BED34
8596,h,ER_PRACTITIONER3
8596,g,None
8596,e,None
8597,e,None
8597,g,None
8598,c,B_BED23
8598,h,ER_PRACTITIONER5
8598,g,None
8598,e,None
8599,c,A_BED19
8599,i,INTAKE3
8599,g,None
8599,b,None
8599,a,None
8599,d,OR1
8600,c,B_BED29
8600,i,INTAKE2
8600,a,None
8600,g,None
8601,c,B_BED34
8601,g,None
8602,h,ER_PRACTITIONER3
8603,h,ER_PRACTITIONER4
8603,g,None
8604,c,A_BED18
8604,i,INTAKE4
8604,a,None
8604,b,None
8604,g,None
8605,h,ER_PRACTITIONER6
8605,e,None
8606,c,B_BED38
8606,b,None
8606,b,None
8607,c,A_BED1
8607,i,INTAKE2
8607,g,None
8607,b,None
8607,a,None
8608,c,B_BED20
8608,i,INTAKE4
8608,g,None
8608,b,None
8609,b,None
8609,b,None
8609,b,None
8609,f,None
8609,a,None
8610,h,ER_PRACTITIONER4
8610,e,None
8610,g,None
8611,h,ER_PRACTITIONER5
8611,g,None
8611,e,None
8612,c,B_BED14
8612,i,INTAKE2
8612,g,None
8612,a,None
8612,d,OR2
8613,i,INTAKE4
8613,b,None
8613,g,None
8613,d,OR1
8614,i,INTAKE3
8614,b,None
8614,b,None
8614,a,None
8614,b,None
8614,g,None
8614,d,OR1
8615,c,A_BED20
8615,i,INTAKE2
8615,b,None
8615,b,None
8615,b,None
8616,b,None
8616,b,None
8616,b,None
8616,b,None
8616,b,None
8616,b,None
8617,h,ER_PRACTITIONER3
8617,g,None
8617,e,None
8618,e,None
8619,c,A_BED1
8619,b,None
8619,a,None
8619,b,None
8619,b,None
8620,h,ER_PRACTITIONER7
8620,e,None
8621,i,INTAKE1
8621,b,None
8621,g,None
8621,a,None
8621,b,None
8621,b,None
8622,h,ER_PRACTITIONER1
8622,g,None
8622,e,None
8623,c,B_BED19
8623,i,INTAKE3
8623,b,None
8623,g,None
8623,b,None
8623,a,None
8623,b,None
8623,b,None
8623,b,None
8624,g,None
8624,e,None
8625,c,A_BED3
8625,i,INTAKE3
8625,a,None
8625,b,None
8625,b,None
8626,h,ER_PRACTITIONER9
8626,e,None
8627,c,B_BED40
8627,i,INTAKE2
8627,b,None
8627,a,None
8627,g,None
8627,b,None
8628,b,None
8628,b,None
8628,b,None
8628,b,None
8628,b,None
8628,g,None
8629,c,B_BED13
8629,i,INTAKE1
8629,b,None
8629,b,None
8629,a,None
8629,b,None
8629,b,None
8630,h,ER_PRACTITIONER4
8630,e,None
8630,g,None
8631,b,None
8631,b,None
8631,b,None
8631,f,None
8631,b,None
8631,b,None
8632,c,B_BED1
8632,h,ER_PRACTITIONER5
8632,e,None
8632,g,None
8633,b,None
8633,b,None
8633,b,None
8633,b,None
8633,b,None
8633,b,None
8634,b,None
8634,b,None
8634,b,None
8634,f,None
8635,b,None
8635,b,None
8635,b,None
8635,b,None
8635,f,None
8636,f,None
8636,b,None
8636,b,None
8637,c,B_BED23
8637,i,INTAKE4
8637,a,None
8637,b,None
8637,b,None
8637,b,None
8638,b,None
8638,b,None
8638,b,None
8638,b,None
8638,f,None
8638,b,None
8639,c,B_BED35
8639,h,ER_PRACTITIONER3
8639,e,None
8640,f,None
8640,b,None
8640,b,None
8640,b,None
8640,b,None
8641,a,None
8641,f,None
8641,b,None
8641,b,None
8641,b,None
8641,b,None
8642,b,None
8642,b,None
8642,a,None
8642,b,None
8642,b,None
8642,b,None
8642,f,None
8642,b,None
8643,e,None
8644,b,None
8644,b,None
8644,b,None
8644,b,None
8644,f,None
8644,a,None
8645,b,None
8645,b,None
8645,b,None
8645,a,None
8645,f,None
8645,b,None
8646,c,B_BED9
8646,g,None
8647,c,B_BED31
8647,h,ER_PRACTITIONER3
8647,g,None
8647,e,None
8648,c,B_BED3
8648,h,ER_PRACTITIONER4
8648,e,None
8648,d,OR3
8649,h,ER_PRACTITIONER6
8649,g,None
8649,e,None
8650,c,B_BED25
8650,g,None
8650,e,None
8650,d,OR5
8652,c,B_BED6
8652,h,ER_PRACTITIONER5
8653,h,ER_PRACTITIONER6
8653,g,None
8654,h,ER_PRACTITIONER3
8654,e,None
8655,h,ER_PRACTITIONER4
8655,e,None
8656,h,ER_PRACTITIONER5
8656,e,None
8656,g,None
8657,h,ER_PRACTITIONER4
8657,g,None
8657,e,None
8658,e,None
8658,g,None
8659,h,ER_PRACTITIONER5
8659,e,None
8660,h,ER_PRACTITIONER3
8660,e,None
8660,g,None
8661,c,B_BED12
8661,e,None
8662,h,ER_PRACTITIONER5
8662,e,None
8663,h,ER_PRACTITIONER6
8663,g,None
8663,e,None
8664,c,B_BED7
8664,h,ER_PRACTITIONER3
8664,g,None
8664,e,None
8665,c,A_BED16
8665,i,INTAKE4
8665,b,None
8665,g,None
8666,c,A_BED14
8666,b,None
8666,b,None
8666,b,None
8666,a,None
8666,b,None
8666,g,None
8667,h,ER_PRACTITIONER4
8667,g,None
8668,h,ER_PRACTITIONER5
8668,e,None
8669,c,B_BED39
8669,i,INTAKE3
8669,b,None
8669,b,None
8669,g,None
8670,i,INTAKE2
8670,a,None
8670,b,None
8670,g,None
8670,b,None
8671,i,INTAKE2
8671,g,None
8671,a,None
8671,b,None
8671,b,None
8672,e,None
8672,g,None
8673,i,INTAKE4
8673,g,None
8673,a,None
8673,b,None
8674,c,A_BED21
8674,i,INTAKE1
8674,b,None
8674,b,None
8674,b,None
8674,a,None
8674,b,None
8674,g,None
8675,c,A_BED15
8675,g,None
8675,b,None
8675,b,None
8676,i,INTAKE1
8676,b,None
8676,a,None
8676,b,None
8676,b,None
8676,b,None
8677,c,B_BED26
8677,h,ER_PRACTITIONER3
8677,g,None
8677,d,OR1
8678,i,INTAKE3
8678,b,None
8678,a,None
8678,d,OR3
8679,c,A_BED18
8679,i,INTAKE1
8679,b,None
8679,a,None
8679,b,None
8680,h,ER_PRACTITIONER7
8680,g,None
8680,e,None
8681,c,A_BED15
8681,c,A_BED16
8681,i,INTAKE2
8681,b,None
8681,g,None
8681,b,None
8681,b,None
8681,a,None
8681,b,None
8681,b,None
8681,d,OR3
8681,d,OR5
8682,b,None
8682,b,None
8682,b,None
8682,f,None
8682,b,None
8683,b,None
8683,b,None
8684,f,None
8684,a,None
8684,b,None
8684,b,None
8684,b,None
8685,g,None
8685,e,None
8686,c,A_BED19
8686,i,INTAKE1
8686,g,None
8686,b,None
8687,i,INTAKE3
8687,b,None
8687,b,None
8687,b,None
8687,b,None
8688,c,B_BED40
8688,i,INTAKE1
8688,g,None
8688,b,None
8688,b,None
8688,b,None
8689,b,None
8689,b,None
8689,a,None
8689,b,None
8689,b,None
8690,h,ER_PRACTITIONER5
8690,g,None
8690,e,None
8691,i,INTAKE4
8691,b,None
8691,b,None
8691,b,None
8691,a,None
8691,b,None
8691,g,None
8691,b,None
8692,c,A_BED3
8692,i,INTAKE1
8692,b,None
8692,b,None
8692,b,None
8692,b,None
8692,a,None
8692,b,None
8692,g,None
8693,b,None
8693,f,None
8693,a,None
8693,b,None
8693,b,None
8694,b,None
8694,b,None
8694,b,None
8694,b,None
8694,f,None
8694,a,None
8694,b,None
8695,a,None
8695,b,None
8695,b,None
8695,b,None
8695,b,None
8695,f,None
8696,f,None
8696,b,None
8696,b,None
8696,b,None
8696,b,None
8696,a,None
8697,b,None
8697,a,None
8697,f,None
8697,b,None
8698,h,ER_PRACTITIONER3
8698,e,None
8699,b,None
8699,b,None
8699,b,None
8699,b,None
8699,f,None
8700,b,None
8700,b,None
8700,f,None
8700,b,None
8700,a,None
8700,b,None
8701,b,None
8701,a,None
8701,b,None
8701,b,None
8701,b,None
8701,b,None
8702,b,None
8702,b,None
8702,b,None
8702,f,None
8702,b,None
8702,b,None
8703,a,None
8703,f,None
8703,b,None
8703,b,None
8703,b,None
8704,b,None
8704,a,None
8704,b,None
8704,b,None
8704,b,None
8705,b,None
8705,b,None
8705,a,None
8705,b,None
8705,b,None
8705,b,None
8706,b,None
8706,b,None
8706,b,None
8706,a,None
8706,f,None
8706,b,None
8706,b,None
8706,b,None
8707,c,B_BED5
8707,h,ER_PRACTITIONER3
8707,g,None
8708,c,B_BED27
8708,h,ER_PRACTITIONER4
8708,g,None
8709,h,ER_PRACTITIONER3
8709,g,None
8709,e,None
8710,h,ER_PRACTITIONER5
8710,g,None
8711,h,ER_PRACTITIONER6
8711,g,None
8711,d,OR3
8712,h,ER_PRACTITIONER3
8712,e,None
8712,g,None
8713,c,B_BED28
8713,h,ER_PRACTITIONER4
8713,g,None
8714,c,B_BED8
8714,d,OR5
8715,c,B_BED7
8715,h,ER_PRACTITIONER5
8715,e,None
8715,g,None
8716,h,ER_PRACTITIONER6
8716,g,None
8716,e,None
8717,h,ER_PRACTITIONER4
8717,g,None
8717,e,None
8718,e,None
8719,e,None
8720,h,ER_PRACTITIONER3
8720,e,None
8721,g,None
8722,e,None
8722,g,None
8723,h,ER_PRACTITIONER3
8723,e,None
8723,g,None
8724,c,B_BED29
8724,g,None
8725,h,ER_PRACTITIONER4
8725,e,None
8726,i,INTAKE3
8726,g,None
8726,a,None
8726,b,None
8727,c,A_BED17
8727,i,INTAKE2
8727,b,None
8727,g,None
8727,a,None
8728,c,B_BED37
8728,i,INTAKE1
8728,b,None
8728,g,None
8729,g,None
8730,c,B_BED31
8730,i,INTAKE1
8730,b,None
8730,a,None
8730,g,None
8730,b,None
8730,b,None
8731,c,A_BED15
8731,i,INTAKE4
8731,a,None
8731,b,None
8731,b,None
8731,b,None
8731,b,None
8731,d,OR1
8732,c,B_BED12
8732,i,INTAKE3
8732,g,None
8732,b,None
8732,b,None
8732,b,None
8732,b,None
8732,a,None
8732,d,OR5
8733,e,None
8733,g,None
8733,d,OR3
8734,f,None
8734,b,None
8734,b,None
8734,b,None
8734,b,None
8734,a,None
8735,b,None
8735,a,None
8735,b,None
8735,b,None
8735,f,None
8735,b,None
8735,b,None
8736,c,B_BED11
8736,h,ER_PRACTITIONER4
8736,g,None
8737,i,INTAKE4
8737,g,None
8737,a,None
8738,a,None
8738,f,None
8738,b,None
8738,b,None
8738,b,None
8738,b,None
8738,b,None
8738,b,None
8739,b,None
8739,f,None
8739,a,None
8739,b,None
8739,b,None
8739,b,None
8739,b,None
8740,a,None
8740,b,None
8740,b,None
8740,b,None
8740,f,None
8741,g,None
8741,e,None
8742,b,None
8742,b,None
8742,g,None
8742,b,None
8742,b,None
8743,b,None
8743,b,None
8743,a,None
8743,b,None
8743,f,None
8743,b,None
8744,b,None
8744,a,None
8744,b,None
8744,f,None
8745,b,None
8745,b,None
8745,b,None
8745,b,None
8745,f,None
8745,b,None
8746,b,None
8746,a,None
8746,b,None
8746,b,None
8746,b,None
8746,b,None
8746,b,None
8747,f,None
8747,a,None
8747,b,None
8747,b,None
8747,b,None
8747,b,None
8747,b,None
8747,b,None
8748,c,B_BED31
8748,h,ER_PRACTITIONER5
8748,e,None
8748,g,None
8749,b,None
8749,b,None
8749,b,None
8749,b,None
8749,a,None
8749,b,None
8749,f,None
8749,b,None
8750,b,None
8750,b,None
8750,b,None
8750,f,None
8750,b,None
8750,a,None
8750,b,None
8750,b,None
8751,f,None
8751,b,None
8751,b,None
8751,b,None
8751,b,None
8751,b,None
8752,c,B_BED10
8752,e,None
8752,g,None
8753,b,None
8753,b,None
8753,a,None
8753,b,None
8753,b,None
8753,b,None
8753,b,None
8754,a,None
8754,b,None
8754,b,None
8754,f,None
8754,b,None
8754,b,None
8755,a,None
8755,b,None
8755,b,None
8755,b,None
8755,f,None
8755,b,None
8756,a,None
8756,b,None
8756,b,None
8756,b,None
8756,b,None
8757,h,ER_PRACTITIONER4
8757,g,None
8758,b,None
8758,b,None
8758,a,None
8758,b,None
8758,f,None
8758,b,None
8759,b,None
8759,f,None
8759,b,None
8759,a,None
8760,b,None
8760,b,None
8760,b,None
8760,b,None
8760,b,None
8760,b,None
8760,f,None
8761,b,None
8761,f,None
8761,b,None
8761,b,None
8761,b,None
8761,b,None
8761,b,None
8761,a,None
8762,a,None
8762,b,None
8762,f,None
8762,b,None
8762,b,None
8763,b,None
8763,b,None
8763,a,None
8763,b,None
8763,f,None
8763,b,None
8763,b,None
8763,b,None
8764,c,B_BED33
8764,h,ER_PRACTITIONER3
8764,e,None
8765,c,B_BED12
8765,h,ER_PRACTITIONER4
8765,g,None
8766,h,ER_PRACTITIONER3
8766,g,None
8766,e,None
8767,e,None
8768,h,ER_PRACTITIONER5
8768,e,None
8769,c,B_BED35
8769,h,ER_PRACTITIONER3
8769,g,None
8770,g,None
8770,e,None
8771,c,B_BED21
8771,e,None
8771,g,None
8772,c,A_BED2
8772,b,None
8772,a,None
8772,b,None
8772,b,None
8772,d,OR3
8773,c,B_BED21
8773,i,INTAKE4
8773,a,None
8773,b,None
8773,b,None
8773,b,None
8774,c,B_BED5
8774,b,None
8774,g,None
8774,a,None
8774,b,None
8774,b,None
8775,b,None
8775,b,None
8775,b,None
8775,b,None
8775,f,None
8776,b,None
8776,b,None
8776,b,None
8776,b,None
8776,f,None
8777,b,None
8777,b,None
8777,f,None
8777,b,None
8778,a,None
8778,b,None
8778,b,None
8778,b,None
8778,f,None
8778,b,None
8778,b,None
8779,b,None
8779,b,None
8779,b,None
8779,b,None
8779,b,None
8780,b,None
8780,a,None
8780,b,None
8780,b,None
8781,b,None
8781,b,None
8781,a,None
8781,b,None
8781,f,None
8782,i,INTAKE1
8782,a,None
8782,b,None
8782,b,None
8782,g,None
8782,b,None
8782,b,None
8782,d,OR2
8783,b,None
8783,b,None
8783,b,None
8783,a,None
8783,b,None
8783,f,None
8784,b,None
8784,b,None
8784,b,None
8784,b,None
8784,f,None
8785,h,ER_PRACTITIONER3
8785,e,None
8786,b,None
8786,b,None
8786,b,None
8786,b,None
8787,c,A_BED8
8787,b,None
8787,b,None
8787,a,None
8787,b,None
8787,b,None
8787,b,None
8787,g,None
8787,b,None
8787,d,OR1
8788,c,A_BED19
8788,i,INTAKE2
8788,b,None
8788,g,None
8788,a,None
8788,b,None
8788,b,None
8788,b,None
8788,b,None
8788,d,OR4
8789,c,B_BED24
8789,g,None
8789,b,None
8789,b,None
8789,a,None
8789,b,None
8789,b,None
8789,b,None
8789,b,None
8790,i,INTAKE4
8790,g,None
8790,b,None
8790,b,None
8790,a,None
8790,b,None
8790,b,None
8790,b,None
8790,b,None
8791,b,None
8791,b,None
8791,b,None
8791,f,None
8791,b,None
8791,a,None
8791,b,None
8792,f,None
8792,b,None
8792,b,None
8792,b,None
8792,b,None
8792,a,None
8792,b,None
8793,b,None
8793,b,None
8793,a,None
8793,b,None
8794,b,None
8794,f,None
8794,b,None
8794,b,None
8794,a,None
8794,b,None
8794,b,None
8794,b,None
8795,b,None
8795,f,None
8795,a,None
8795,b,None
8795,b,None
8795,b,None
8796,b,None
8796,b,None
8796,b,None
8796,a,None
8797,b,None
8797,b,None
8797,a,None
8797,b,None
8798,h,ER_PRACTITIONER3
8798,g,None
8799,b,None
8799,b,None
8799,b,None
8799,b,None
8799,f,None
8800,a,None
8800,b,None
8800,b,None
8800,b,None
8800,b,None
8800,b,None
8800,f,None
8801,b,None
8801,b,None
8801,b,None
8801,f,None
8801,a,None
8801,b,None
8801,b,None
8802,c,B_BED10
8802,h,ER_PRACTITIONER4
8802,g,None
8802,d,OR3
8803,b,None
8803,f,None
8803,b,None
8803,b,None
8803,b,None
8804,c,B_BED29
8805,b,None
8805,b,None
8805,a,None
8805,b,None
8805,f,None
8805,b,None
8805,b,None
8805,b,None
8806,b,None
8806,a,None
8806,b,None
8806,b,None
8806,b,None
8807,g,None
8808,h,ER_PRACTITIONER3
8808,g,None
8809,c,B_BED30
8809,h,ER_PRACTITIONER4
8809,e,None
8809,g,None
8809,d,OR1
8810,h,ER_PRACTITIONER5
8810,g,None
8810,e,None
8811,h,ER_PRACTITIONER6
8811,g,None
8811,e,None
8812,c,B_BED36
8812,h,ER_PRACTITIONER3
8812,g,None
8812,e,None
8813,g,None
8814,c,B_BED9
8814,g,None
8814,e,None
8814,d,OR2
8815,g,None
8815,d,OR4
8816,c,B_BED27
8816,h,ER_PRACTITIONER3
8816,g,None
8816,e,None
8817,c,B_BED32
8817,h,ER_PRACTITIONER4
8817,e,None
8817,g,None
8817,d,OR5
8818,h,ER_PRACTITIONER5
8818,g,None
8819,h,ER_PRACTITIONER3
8819,g,None
8820,c,B_BED22
8820,e,None
8820,g,None
8821,c,B_BED34
8821,h,ER_PRACTITIONER5
8821,e,None
8821,g,None
8822,g,None
8822,e,None
8823,h,ER_PRACTITIONER3
